key,Начало нагрева дугой,Конец нагрева дугой,Активная мощность,Реактивная мощность
1699,2019-07-05 20:29:00,2019-07-05 20:30:29,0.297857,0.19412
1699,2019-07-05 20:35:40,2019-07-05 20:36:25,1.014082,0.72366
1700,2019-07-05 20:46:29,2019-07-05 20:48:09,0.541899,0.409682
1700,2019-07-05 20:49:46,2019-07-05 20:58:19,0.452199,0.295657
1700,2019-07-05 21:00:06,2019-07-05 21:03:56,0.618671,0.434966
1700,2019-07-05 21:05:22,2019-07-05 21:08:43,0.485004,0.398214
1701,2019-07-05 21:16:00,2019-07-05 21:19:13,0.534,0.387739
1701,2019-07-05 21:21:21,2019-07-05 21:23:58,0.662688,0.495022
1701,2019-07-05 21:25:50,2019-07-05 21:31:00,0.417377,0.367429
1701,2019-07-05 21:32:52,2019-07-05 21:38:05,0.531067,0.3557
1701,2019-07-05 21:40:04,2019-07-05 21:44:36,0.483602,0.397287
1702,2019-07-05 22:06:48,2019-07-05 22:09:49,0.834937,0.618732
1702,2019-07-05 22:11:45,2019-07-05 22:16:24,1.025665,0.661363
1702,2019-07-05 22:18:06,2019-07-05 22:19:48,0.730959,0.52038
1703,2019-07-05 22:54:52,2019-07-05 22:56:54,0.533338,0.373538
1703,2019-07-05 22:59:39,2019-07-05 23:04:58,0.357981,0.282592
1703,2019-07-05 23:07:09,2019-07-05 23:11:54,0.415583,0.284286
1703,2019-07-05 23:13:19,2019-07-05 23:13:48,0.366961,0.321646
1703,2019-07-05 23:22:39,2019-07-05 23:23:41,0.362113,0.281748
1703,2019-07-05 23:25:07,2019-07-05 23:30:21,0.297255,0.193748
1703,2019-07-05 23:42:26,2019-07-05 23:43:45,0.55367,0.357527
1704,2019-07-06 00:02:47,2019-07-06 00:06:46,0.347839,0.239513
1704,2019-07-06 00:08:17,2019-07-06 00:12:20,0.514397,0.44012
1705,2019-07-06 00:21:59,2019-07-06 00:25:05,1.250251,0.867939
1705,2019-07-06 00:26:14,2019-07-06 00:29:36,1.108662,0.917161
1705,2019-07-06 00:30:57,2019-07-06 00:35:25,0.585231,0.504468
1705,2019-07-06 00:36:47,2019-07-06 00:39:02,0.913347,0.606557
1706,2019-07-06 00:55:17,2019-07-06 00:57:18,0.519413,0.336403
1706,2019-07-06 01:02:04,2019-07-06 01:06:04,0.396152,0.283056
1706,2019-07-06 01:09:13,2019-07-06 01:11:43,0.423906,0.324087
1706,2019-07-06 01:27:54,2019-07-06 01:31:14,0.494974,0.386256
1706,2019-07-06 01:42:07,2019-07-06 01:44:12,0.36513,0.241075
1707,2019-07-06 01:48:50,2019-07-06 01:50:48,0.624065,0.442673
1707,2019-07-06 01:53:35,2019-07-06 01:56:18,0.835536,0.538316
1707,2019-07-06 01:59:12,2019-07-06 02:00:17,0.355733,0.25397
1708,2019-07-06 02:33:25,2019-07-06 02:35:31,0.915611,0.675622
1708,2019-07-06 02:50:31,2019-07-06 02:53:32,0.573297,0.471001
1709,2019-07-06 03:22:56,2019-07-06 03:24:35,0.552445,0.390473
1709,2019-07-06 03:27:50,2019-07-06 03:30:31,0.54554,0.347728
1709,2019-07-06 03:34:44,2019-07-06 03:35:58,0.341501,0.256587
1710,2019-07-06 04:03:21,2019-07-06 04:05:30,0.458907,0.310822
1710,2019-07-06 04:10:12,2019-07-06 04:12:58,0.839155,0.628061
1710,2019-07-06 04:16:49,2019-07-06 04:17:52,1.238612,0.966929
1710,2019-07-06 04:19:23,2019-07-06 04:21:25,0.603706,0.417206
1710,2019-07-06 04:32:55,2019-07-06 04:34:41,1.343026,1.075093
1710,2019-07-06 04:44:42,2019-07-06 04:45:42,0.531455,0.415715
1710,2019-07-06 04:49:02,2019-07-06 04:50:01,0.588109,0.422045
1711,2019-07-06 04:57:27,2019-07-06 04:58:20,0.499187,0.375132
1711,2019-07-06 05:01:07,2019-07-06 05:03:52,0.573969,0.390086
1711,2019-07-06 05:05:14,2019-07-06 05:12:07,0.546535,0.399239
1711,2019-07-06 05:15:12,2019-07-06 05:17:12,0.460067,0.284412
1711,2019-07-06 05:27:02,2019-07-06 05:28:47,0.708018,0.538847
1711,2019-07-06 05:30:23,2019-07-06 05:31:07,0.499753,0.362989
1712,2019-07-06 05:40:58,2019-07-06 05:43:59,0.450523,0.38335
1712,2019-07-06 05:45:17,2019-07-06 05:46:37,1.160419,0.799821
1712,2019-07-06 05:48:50,2019-07-06 05:52:06,1.026034,0.707576
1712,2019-07-06 05:54:01,2019-07-06 05:57:12,0.449175,0.301864
1712,2019-07-06 05:58:26,2019-07-06 05:58:40,0.728087,0.491859
1712,2019-07-06 06:00:19,2019-07-06 06:01:44,0.522654,0.387985
1713,2019-07-06 06:09:45,2019-07-06 06:12:34,0.81104,0.541582
1713,2019-07-06 06:15:27,2019-07-06 06:16:59,0.358133,0.237193
1713,2019-07-06 06:20:56,2019-07-06 06:22:54,0.793069,0.498984
1713,2019-07-06 06:26:21,2019-07-06 06:27:39,0.879425,0.692081
1714,2019-07-06 06:39:40,2019-07-06 06:41:42,0.606834,0.532445
1714,2019-07-06 06:45:28,2019-07-06 06:49:10,0.675816,0.444595
1715,2019-07-06 07:17:04,2019-07-06 07:19:23,0.464836,0.355935
1715,2019-07-06 07:21:29,2019-07-06 07:24:45,0.95099,0.743103
1715,2019-07-06 07:27:14,2019-07-06 07:28:35,0.582276,0.385928
1716,2019-07-06 07:47:44,2019-07-06 07:49:28,0.806316,0.64924
1716,2019-07-06 07:54:30,2019-07-06 07:58:26,1.156635,0.888953
1716,2019-07-06 08:05:11,2019-07-06 08:08:26,1.008948,0.78583
1716,2019-07-06 08:11:01,2019-07-06 08:12:26,0.889119,0.640509
1716,2019-07-06 08:17:02,2019-07-06 08:18:39,0.777986,0.502668
1717,2019-07-06 08:31:59,2019-07-06 08:34:01,0.844456,0.520103
1717,2019-07-06 08:38:50,2019-07-06 08:46:51,0.641129,0.432466
1717,2019-07-06 08:57:51,2019-07-06 09:01:57,0.3592,0.254111
1717,2019-07-06 09:05:34,2019-07-06 09:10:28,0.687359,0.520333
1717,2019-07-06 09:13:21,2019-07-06 09:16:33,0.471237,0.392844
1717,2019-07-06 09:19:38,2019-07-06 09:23:05,0.502591,0.371287
1718,2019-07-06 09:45:09,2019-07-06 09:47:41,1.166976,0.854433
1718,2019-07-06 09:50:14,2019-07-06 09:54:19,0.823903,0.545863
1718,2019-07-06 09:55:59,2019-07-06 09:57:29,0.456267,0.288998
1719,2019-07-06 10:09:07,2019-07-06 10:11:26,0.656111,0.498415
1719,2019-07-06 10:15:14,2019-07-06 10:21:39,0.515551,0.37996
1719,2019-07-06 10:30:41,2019-07-06 10:32:25,0.826064,0.718498
1719,2019-07-06 10:37:17,2019-07-06 10:39:38,0.553439,0.400514
1720,2019-07-06 11:05:47,2019-07-06 11:09:20,0.751284,0.621238
1720,2019-07-06 11:13:54,2019-07-06 11:18:59,0.437279,0.276157
1720,2019-07-06 11:35:43,2019-07-06 11:40:18,0.614162,0.538789
1720,2019-07-06 11:44:10,2019-07-06 11:47:40,0.778707,0.549219
1720,2019-07-06 11:50:08,2019-07-06 11:50:45,0.358558,0.253291
1720,2019-07-06 11:53:46,2019-07-06 11:55:22,0.536053,0.359963
1720,2019-07-06 11:57:18,2019-07-06 11:58:12,0.689087,0.451978
1720,2019-07-06 11:59:37,2019-07-06 12:00:41,0.949181,0.642246
1721,2019-07-06 12:13:23,2019-07-06 12:15:32,0.448361,0.336592
1721,2019-07-06 12:17:57,2019-07-06 12:22:01,0.688036,0.472202
1721,2019-07-06 12:26:07,2019-07-06 12:30:35,0.429401,0.328856
1721,2019-07-06 12:35:52,2019-07-06 12:38:20,0.575963,0.375193
1721,2019-07-06 12:44:25,2019-07-06 12:45:34,0.899582,0.655915
1721,2019-07-06 12:46:51,2019-07-06 12:47:45,0.850372,0.551991
1722,2019-07-06 12:59:42,2019-07-06 13:01:52,0.590636,0.423748
1722,2019-07-06 13:06:22,2019-07-06 13:10:40,0.918615,0.735858
1722,2019-07-06 13:15:10,2019-07-06 13:16:50,0.469341,0.317518
1722,2019-07-06 13:19:02,2019-07-06 13:20:27,0.555238,0.441954
1722,2019-07-06 13:22:27,2019-07-06 13:23:33,1.142711,0.708126
1723,2019-07-06 13:40:13,2019-07-06 13:43:46,0.54518,0.384047
1723,2019-07-06 13:52:15,2019-07-06 13:56:32,0.471418,0.407778
1723,2019-07-06 14:00:26,2019-07-06 14:02:52,0.726001,0.656778
1724,2019-07-06 14:16:10,2019-07-06 14:18:36,0.835095,0.679483
1724,2019-07-06 14:27:45,2019-07-06 14:29:20,0.951528,0.775168
1724,2019-07-06 14:33:25,2019-07-06 14:35:57,0.707026,0.595
1724,2019-07-06 14:42:27,2019-07-06 14:45:58,0.680432,0.444108
1724,2019-07-06 14:49:57,2019-07-06 14:51:32,1.37302,1.04183
1724,2019-07-06 14:54:10,2019-07-06 14:55:15,0.554165,0.412915
1725,2019-07-06 15:00:44,2019-07-06 15:02:51,0.345475,0.216521
1725,2019-07-06 15:11:26,2019-07-06 15:14:35,0.953902,0.651219
1725,2019-07-06 15:21:41,2019-07-06 15:23:57,0.42102,0.317536
1725,2019-07-06 15:30:24,2019-07-06 15:33:05,0.526467,0.368442
1725,2019-07-06 15:38:20,2019-07-06 15:39:24,0.979442,0.831522
1726,2019-07-06 15:49:17,2019-07-06 15:51:17,0.868885,0.608428
1726,2019-07-06 15:56:27,2019-07-06 16:02:17,0.538969,0.363815
1726,2019-07-06 16:13:24,2019-07-06 16:18:13,1.201699,0.843188
1726,2019-07-06 16:31:37,2019-07-06 16:33:40,0.654115,0.442118
1727,2019-07-06 16:42:41,2019-07-06 16:44:50,0.434733,0.382925
1727,2019-07-06 16:47:18,2019-07-06 16:55:23,0.907141,0.683632
1727,2019-07-06 17:06:32,2019-07-06 17:09:51,0.573103,0.464087
1727,2019-07-06 17:13:31,2019-07-06 17:17:05,0.808703,0.583162
1728,2019-07-06 17:47:45,2019-07-06 17:49:57,0.593353,0.447274
1728,2019-07-06 17:55:56,2019-07-06 18:01:08,0.64263,0.408848
1728,2019-07-06 18:05:02,2019-07-06 18:09:18,0.640544,0.42419
1728,2019-07-06 18:17:01,2019-07-06 18:18:18,0.889631,0.723158
1728,2019-07-06 18:20:41,2019-07-06 18:21:58,1.255181,0.88505
1728,2019-07-06 18:28:57,2019-07-06 18:30:08,0.611752,0.444482
1729,2019-07-06 18:49:28,2019-07-06 18:51:49,0.761804,0.580527
1729,2019-07-06 18:58:47,2019-07-06 19:00:04,1.135804,0.797693
1729,2019-07-06 19:28:30,2019-07-06 19:29:41,0.422704,0.313436
1730,2019-07-06 19:43:33,2019-07-06 19:45:46,0.317265,0.251401
1730,2019-07-06 19:50:47,2019-07-06 19:52:54,0.780066,0.49411
1730,2019-07-06 19:56:59,2019-07-06 19:58:36,0.344408,0.229758
1730,2019-07-06 20:04:45,2019-07-06 20:05:56,1.128345,0.836434
1731,2019-07-06 20:19:28,2019-07-06 20:21:37,0.382745,0.23921
1731,2019-07-06 20:25:33,2019-07-06 20:31:27,0.596529,0.462095
1731,2019-07-06 20:33:28,2019-07-06 20:37:30,0.807351,0.58825
1731,2019-07-06 20:39:38,2019-07-06 20:42:27,0.775824,0.641121
1732,2019-07-06 20:47:47,2019-07-06 20:49:52,0.72437,0.468533
1732,2019-07-06 20:51:20,2019-07-06 20:51:52,1.225095,1.024794
1732,2019-07-06 20:54:54,2019-07-06 20:59:16,0.67298,0.452095
1732,2019-07-06 21:00:53,2019-07-06 21:02:52,0.709373,0.462717
1732,2019-07-06 21:07:40,2019-07-06 21:08:49,0.62013,0.440556
1733,2019-07-06 21:21:32,2019-07-06 21:24:16,0.663604,0.476957
1733,2019-07-06 21:27:46,2019-07-06 21:31:07,1.223799,1.015564
1733,2019-07-06 21:34:56,2019-07-06 21:39:54,0.82371,0.613289
1734,2019-07-06 21:52:02,2019-07-06 21:55:03,0.384673,0.270487
1734,2019-07-06 21:57:07,2019-07-06 22:01:06,0.746665,0.507402
1735,2019-07-06 22:30:07,2019-07-06 22:32:34,0.548378,0.437782
1735,2019-07-06 22:35:23,2019-07-06 22:38:32,0.794431,0.655159
1735,2019-07-06 22:44:40,2019-07-06 22:45:41,0.503301,0.331364
1735,2019-07-06 22:47:31,2019-07-06 22:48:04,0.498422,0.445111
1736,2019-07-06 22:54:55,2019-07-06 22:57:58,0.964663,0.650433
1736,2019-07-06 22:59:51,2019-07-06 23:02:56,0.452005,0.340342
1736,2019-07-06 23:04:10,2019-07-06 23:06:36,0.656791,0.496783
1737,2019-07-06 23:18:28,2019-07-06 23:21:31,0.758817,0.615362
1737,2019-07-06 23:23:42,2019-07-06 23:27:44,0.618536,0.519651
1737,2019-07-06 23:29:14,2019-07-06 23:32:36,0.487174,0.410512
1737,2019-07-06 23:35:30,2019-07-06 23:37:04,0.630393,0.534947
1738,2019-07-06 23:43:52,2019-07-06 23:47:55,0.601062,0.448836
1738,2019-07-06 23:50:08,2019-07-06 23:53:56,0.839905,0.635737
1738,2019-07-06 23:55:28,2019-07-06 23:58:13,0.521564,0.489418
1738,2019-07-07 00:01:56,2019-07-07 00:03:19,0.514622,0.376644
1739,2019-07-07 00:13:47,2019-07-07 00:15:30,0.485451,0.362672
1739,2019-07-07 00:22:48,2019-07-07 00:25:33,0.593044,0.429422
1739,2019-07-07 00:32:50,2019-07-07 00:34:10,0.7157,0.505682
1740,2019-07-07 00:46:45,2019-07-07 00:48:44,0.478937,0.320106
1740,2019-07-07 00:50:50,2019-07-07 00:54:53,0.487073,0.434122
1740,2019-07-07 00:57:36,2019-07-07 01:00:13,0.464036,0.354731
1740,2019-07-07 01:09:38,2019-07-07 01:10:45,1.119394,1.011681
1741,2019-07-07 01:22:51,2019-07-07 01:24:56,0.623984,0.47096
1741,2019-07-07 01:32:37,2019-07-07 01:37:08,0.552056,0.407861
1741,2019-07-07 01:46:47,2019-07-07 01:48:14,0.346458,0.257635
1742,2019-07-07 02:01:39,2019-07-07 02:03:37,0.316744,0.270286
1742,2019-07-07 02:06:48,2019-07-07 02:10:14,1.208629,0.962197
1742,2019-07-07 02:14:17,2019-07-07 02:17:12,0.505576,0.39961
1743,2019-07-07 04:04:13,2019-07-07 04:06:13,0.31278,0.269707
1743,2019-07-07 04:08:25,2019-07-07 04:13:24,0.428683,0.31722
1743,2019-07-07 04:14:29,2019-07-07 04:18:29,0.448685,0.387297
1743,2019-07-07 04:20:44,2019-07-07 04:22:48,0.391806,0.304181
1744,2019-07-07 04:37:53,2019-07-07 04:40:08,1.189521,0.893405
1744,2019-07-07 04:42:07,2019-07-07 04:45:28,0.278894,0.195445
1744,2019-07-07 04:47:28,2019-07-07 04:52:03,0.452298,0.349576
1745,2019-07-07 05:14:04,2019-07-07 05:16:00,0.327186,0.31061
1745,2019-07-07 05:18:27,2019-07-07 05:23:29,0.459437,0.299552
1745,2019-07-07 05:25:32,2019-07-07 05:29:11,0.457429,0.364892
1746,2019-07-07 05:45:31,2019-07-07 05:47:31,0.889601,0.645116
1746,2019-07-07 05:49:27,2019-07-07 05:56:03,0.334422,0.220314
1747,2019-07-07 06:26:18,2019-07-07 06:28:11,0.418981,0.322391
1747,2019-07-07 06:32:52,2019-07-07 06:37:24,0.642889,0.426217
1747,2019-07-07 06:40:36,2019-07-07 06:45:31,0.791832,0.506865
1748,2019-07-07 06:55:52,2019-07-07 06:57:56,0.494453,0.32339
1748,2019-07-07 07:00:29,2019-07-07 07:05:07,0.408449,0.295055
1748,2019-07-07 07:07:47,2019-07-07 07:11:35,0.710263,0.520096
1749,2019-07-07 07:23:48,2019-07-07 07:25:56,1.274252,0.844354
1749,2019-07-07 07:30:47,2019-07-07 07:35:28,0.560379,0.349202
1749,2019-07-07 07:39:40,2019-07-07 07:42:53,0.417634,0.281563
1749,2019-07-07 07:47:46,2019-07-07 07:49:46,1.047523,0.762292
1749,2019-07-07 07:51:36,2019-07-07 07:52:59,0.692248,0.594287
1749,2019-07-07 07:54:43,2019-07-07 07:55:52,0.590791,0.395588
1750,2019-07-07 08:02:11,2019-07-07 08:05:03,0.27834,0.209206
1750,2019-07-07 08:09:56,2019-07-07 08:15:02,0.490666,0.393623
1750,2019-07-07 08:16:49,2019-07-07 08:17:59,0.831446,0.551716
1750,2019-07-07 08:22:10,2019-07-07 08:23:05,0.667857,0.53281
1750,2019-07-07 08:25:58,2019-07-07 08:28:24,0.441677,0.326405
1750,2019-07-07 08:29:40,2019-07-07 08:30:47,0.45315,0.342927
1751,2019-07-07 08:53:14,2019-07-07 08:55:44,0.896722,0.590488
1751,2019-07-07 08:59:43,2019-07-07 09:04:26,0.653223,0.574277
1751,2019-07-07 09:09:38,2019-07-07 09:13:56,0.796485,0.515683
1751,2019-07-07 09:25:47,2019-07-07 09:28:13,0.738159,0.506521
1751,2019-07-07 09:29:50,2019-07-07 09:31:06,0.916924,0.707631
1751,2019-07-07 09:32:43,2019-07-07 09:33:47,0.33658,0.244777
1752,2019-07-07 14:58:43,2019-07-07 15:01:11,0.900823,0.600719
1752,2019-07-07 15:04:52,2019-07-07 15:10:07,1.120899,0.965975
1752,2019-07-07 15:14:51,2019-07-07 15:17:29,1.036003,0.773928
1752,2019-07-07 15:20:36,2019-07-07 15:24:19,0.591994,0.448354
1752,2019-07-07 15:26:03,2019-07-07 15:28:53,0.63879,0.472381
1752,2019-07-07 15:31:45,2019-07-07 15:34:51,0.874193,0.635327
1752,2019-07-07 15:41:20,2019-07-07 15:42:53,0.304755,0.200878
1753,2019-07-07 15:50:47,2019-07-07 15:53:27,0.473073,0.397509
1753,2019-07-07 15:55:55,2019-07-07 15:58:16,0.794483,0.569324
1753,2019-07-07 16:03:28,2019-07-07 16:06:47,0.807771,0.508976
1753,2019-07-07 16:08:36,2019-07-07 16:12:01,0.309085,0.205113
1753,2019-07-07 16:17:59,2019-07-07 16:19:47,0.551469,0.399519
1754,2019-07-07 16:26:18,2019-07-07 16:28:28,0.596358,0.400303
1754,2019-07-07 16:32:01,2019-07-07 16:35:15,0.678376,0.451306
1754,2019-07-07 16:36:47,2019-07-07 16:42:53,0.774341,0.533749
1754,2019-07-07 16:45:00,2019-07-07 16:48:21,0.579582,0.429115
1754,2019-07-07 16:49:42,2019-07-07 16:51:00,0.611824,0.416238
1754,2019-07-07 16:56:49,2019-07-07 16:58:40,1.015785,0.897841
1755,2019-07-07 17:32:41,2019-07-07 17:35:16,0.483213,0.297851
1755,2019-07-07 17:37:21,2019-07-07 17:39:11,0.841243,0.713176
1755,2019-07-07 17:43:09,2019-07-07 17:48:23,0.330254,0.220171
1755,2019-07-07 17:52:48,2019-07-07 17:59:33,0.792229,0.615732
1755,2019-07-07 18:04:39,2019-07-07 18:07:46,1.418481,1.212801
1755,2019-07-07 18:27:03,2019-07-07 18:29:40,0.966173,0.776245
1755,2019-07-07 18:31:47,2019-07-07 18:34:55,0.641159,0.4526
1756,2019-07-07 19:04:03,2019-07-07 19:06:10,0.445691,0.296887
1756,2019-07-07 19:07:35,2019-07-07 19:09:46,0.741475,0.562734
1756,2019-07-07 19:18:13,2019-07-07 19:21:42,0.338525,0.293981
1756,2019-07-07 19:28:42,2019-07-07 19:31:51,0.576284,0.401261
1756,2019-07-07 19:34:12,2019-07-07 19:37:26,1.041171,0.717383
1756,2019-07-07 19:39:19,2019-07-07 19:40:24,0.588844,0.426325
1757,2019-07-07 20:21:59,2019-07-07 20:24:08,0.499609,0.324889
1757,2019-07-07 20:25:09,2019-07-07 20:26:58,0.514241,0.325641
1757,2019-07-07 20:32:01,2019-07-07 20:37:18,0.541767,0.419561
1757,2019-07-07 20:43:24,2019-07-07 20:44:29,0.62106,0.491133
1757,2019-07-07 20:48:15,2019-07-07 20:51:20,0.4146,0.304068
1757,2019-07-07 20:54:18,2019-07-07 20:55:20,0.78405,0.636059
1758,2019-07-07 21:22:01,2019-07-07 21:24:07,0.256559,0.179284
1758,2019-07-07 21:26:37,2019-07-07 21:29:16,0.285235,0.193133
1758,2019-07-07 21:31:53,2019-07-07 21:34:16,1.01034,0.810641
1758,2019-07-07 21:38:14,2019-07-07 21:46:27,0.486178,0.370441
1758,2019-07-07 21:49:34,2019-07-07 21:51:42,0.846626,0.576811
1758,2019-07-07 22:02:10,2019-07-07 22:04:16,0.553733,0.458512
1759,2019-07-07 22:11:50,2019-07-07 22:14:54,0.41102,0.277616
1759,2019-07-07 22:19:17,2019-07-07 22:21:32,0.994584,0.668316
1759,2019-07-07 22:24:03,2019-07-07 22:27:00,0.469671,0.352943
1759,2019-07-07 22:29:20,2019-07-07 22:31:37,0.827666,0.551731
1759,2019-07-07 22:52:07,2019-07-07 22:56:35,1.381885,1.223063
1759,2019-07-07 23:02:52,2019-07-07 23:04:51,0.777122,0.5847
1760,2019-07-07 23:43:12,2019-07-07 23:45:23,0.79249,0.690834
1760,2019-07-07 23:50:09,2019-07-07 23:53:28,0.666845,0.439618
1760,2019-07-08 00:01:15,2019-07-08 00:04:45,0.482477,0.33114
1760,2019-07-08 00:46:51,2019-07-08 00:47:53,0.950594,0.721091
1760,2019-07-08 00:50:40,2019-07-08 00:54:16,0.825194,0.536119
1760,2019-07-08 01:06:27,2019-07-08 01:08:39,0.43746,0.350384
1761,2019-07-08 01:10:11,2019-07-08 01:12:09,0.544457,0.415058
1761,2019-07-08 01:15:11,2019-07-08 01:19:04,0.483817,0.369006
1761,2019-07-08 01:23:10,2019-07-08 01:27:05,1.25462,0.849824
1761,2019-07-08 01:59:42,2019-07-08 02:04:40,0.74519,0.528068
1761,2019-07-08 02:08:29,2019-07-08 02:10:56,0.651624,0.45897
1761,2019-07-08 02:15:45,2019-07-08 02:17:10,0.486697,0.358644
1762,2019-07-08 02:26:07,2019-07-08 02:27:45,0.468136,0.387382
1762,2019-07-08 02:34:45,2019-07-08 02:38:55,1.201235,0.754545
1762,2019-07-08 02:41:44,2019-07-08 02:42:59,0.620676,0.46895
1763,2019-07-08 02:55:07,2019-07-08 02:56:41,0.749249,0.517126
1763,2019-07-08 02:59:57,2019-07-08 03:03:18,0.483336,0.40685
1763,2019-07-08 03:05:54,2019-07-08 03:08:08,0.498383,0.306813
1764,2019-07-08 03:39:22,2019-07-08 03:42:27,0.532772,0.369879
1764,2019-07-08 03:48:20,2019-07-08 03:53:24,1.237043,0.932243
1764,2019-07-08 04:03:07,2019-07-08 04:04:19,0.410277,0.264519
1765,2019-07-08 04:16:11,2019-07-08 04:19:16,0.700912,0.494531
1765,2019-07-08 04:22:32,2019-07-08 04:26:08,0.64726,0.438388
1765,2019-07-08 04:27:38,2019-07-08 04:32:44,0.960547,0.667675
1765,2019-07-08 04:36:08,2019-07-08 04:37:58,0.481008,0.365617
1766,2019-07-08 04:43:43,2019-07-08 04:44:47,0.840999,0.756034
1767,2019-07-08 05:36:15,2019-07-08 05:40:57,0.696692,0.462989
1767,2019-07-08 05:43:27,2019-07-08 05:47:27,0.986306,0.686937
1767,2019-07-08 05:48:46,2019-07-08 05:53:04,0.551424,0.452459
1768,2019-07-08 06:03:00,2019-07-08 06:04:21,0.469847,0.303845
1768,2019-07-08 06:13:00,2019-07-08 06:16:13,0.981638,0.696815
1769,2019-07-08 06:25:32,2019-07-08 06:27:48,0.603825,0.418942
1769,2019-07-08 06:35:10,2019-07-08 06:37:51,0.456652,0.299612
1769,2019-07-08 06:42:29,2019-07-08 06:45:46,1.005348,0.65865
1769,2019-07-08 06:46:47,2019-07-08 06:48:58,0.455133,0.316158
1770,2019-07-08 06:56:35,2019-07-08 06:59:31,0.975897,0.847806
1770,2019-07-08 07:09:47,2019-07-08 07:14:55,0.520616,0.331082
1770,2019-07-08 07:19:01,2019-07-08 07:20:26,1.36914,1.14176
1771,2019-07-08 07:40:50,2019-07-08 07:42:47,0.761915,0.528023
1771,2019-07-08 07:48:02,2019-07-08 07:50:15,0.93108,0.788148
1771,2019-07-08 07:52:06,2019-07-08 07:58:40,0.360659,0.248104
1771,2019-07-08 08:01:45,2019-07-08 08:03:59,0.504117,0.317084
1772,2019-07-08 08:15:28,2019-07-08 08:17:39,0.589779,0.4347
1772,2019-07-08 08:22:18,2019-07-08 08:27:05,0.585822,0.375256
1772,2019-07-08 08:28:47,2019-07-08 08:31:31,0.382641,0.298944
1772,2019-07-08 08:33:19,2019-07-08 08:34:55,0.42906,0.324829
1773,2019-07-08 08:58:28,2019-07-08 08:59:29,0.390481,0.260987
1773,2019-07-08 09:01:14,2019-07-08 09:02:12,0.304736,0.220157
1774,2019-07-08 09:27:40,2019-07-08 09:29:47,0.455749,0.303563
1774,2019-07-08 09:47:12,2019-07-08 09:48:15,0.651041,0.438522
1774,2019-07-08 09:53:09,2019-07-08 09:54:04,0.30529,0.27715
1775,2019-07-08 10:09:26,2019-07-08 10:10:46,0.328249,0.234019
1775,2019-07-08 10:20:25,2019-07-08 10:25:14,0.475134,0.361855
1775,2019-07-08 10:27:26,2019-07-08 10:28:36,0.875699,0.669439
1775,2019-07-08 10:32:03,2019-07-08 10:33:14,0.787537,0.585758
1776,2019-07-08 10:48:10,2019-07-08 10:49:41,0.736584,0.49844
1776,2019-07-08 10:52:04,2019-07-08 10:59:18,0.623366,0.427654
1776,2019-07-08 11:03:09,2019-07-08 11:06:24,0.416561,0.292374
1776,2019-07-08 11:09:25,2019-07-08 11:14:41,0.786144,0.565593
1777,2019-07-08 11:22:41,2019-07-08 11:24:56,0.305827,0.20999
1777,2019-07-08 11:29:08,2019-07-08 11:34:02,0.671723,0.476569
1777,2019-07-08 11:37:06,2019-07-08 11:39:43,0.653183,0.524027
1777,2019-07-08 11:42:54,2019-07-08 11:44:25,0.420305,0.341791
1777,2019-07-08 11:47:58,2019-07-08 11:48:50,0.426081,0.301338
1778,2019-07-08 12:02:28,2019-07-08 12:10:01,0.570065,0.429232
1778,2019-07-08 12:13:00,2019-07-08 12:14:48,1.010038,0.641627
1778,2019-07-08 12:16:47,2019-07-08 12:19:40,0.695212,0.455675
1779,2019-07-08 12:27:48,2019-07-08 12:29:21,0.860846,0.690893
1779,2019-07-08 12:33:07,2019-07-08 12:37:06,0.61755,0.433124
1779,2019-07-08 12:51:46,2019-07-08 12:53:22,0.510306,0.353854
1779,2019-07-08 12:56:25,2019-07-08 12:57:59,0.455404,0.310462
1779,2019-07-08 12:59:54,2019-07-08 13:01:52,1.059372,0.69379
1780,2019-07-08 13:30:00,2019-07-08 13:32:14,0.853853,0.668382
1780,2019-07-08 13:36:18,2019-07-08 13:43:40,0.670912,0.523669
1780,2019-07-08 13:44:49,2019-07-08 13:47:09,0.310217,0.234226
1780,2019-07-08 13:52:10,2019-07-08 13:55:19,1.210034,0.90244
1780,2019-07-08 13:57:04,2019-07-08 13:58:42,0.373968,0.272687
1781,2019-07-08 14:05:40,2019-07-08 14:07:56,0.526573,0.373754
1781,2019-07-08 14:09:21,2019-07-08 14:16:45,0.511812,0.379229
1781,2019-07-08 14:17:59,2019-07-08 14:19:31,0.506127,0.348306
1781,2019-07-08 14:21:40,2019-07-08 14:24:49,0.821028,0.563881
1781,2019-07-08 14:27:23,2019-07-08 14:28:50,0.659472,0.486689
1782,2019-07-08 14:44:49,2019-07-08 14:49:37,0.48256,0.316457
1782,2019-07-08 14:53:32,2019-07-08 14:55:11,0.969197,0.763861
1782,2019-07-08 15:01:49,2019-07-08 15:03:19,0.471969,0.345343
1782,2019-07-08 15:04:41,2019-07-08 15:05:53,0.412224,0.299528
1783,2019-07-08 15:13:05,2019-07-08 15:15:04,0.897588,0.773831
1783,2019-07-08 15:17:47,2019-07-08 15:20:12,0.724164,0.448451
1783,2019-07-08 15:23:30,2019-07-08 15:26:20,0.822659,0.593423
1783,2019-07-08 15:27:59,2019-07-08 15:29:14,0.581779,0.383717
1784,2019-07-08 15:48:57,2019-07-08 15:51:18,0.421468,0.313644
